driverGroup,GP,position,driverName,team,fastestLap,tyre,driverStatus
A1,San Marino,2,SHMJimmy,Pit Lane Killer,1:15.511,S,FINISHED
A1,San Marino,3,wofa,Reserve,1:15.712,S,FINISHED
A1,San Marino,4,CM401ASM,CodeMaster Sucks,1:15.742,S,FINISHED
A1,San Marino,5,zbk,DNF,1:15.770,S,FINISHED
A1,San Marino,6,Ayanami,A2,1:15.799,S,FINISHED
A1,San Marino,7,Head brother,DNF,1:16.019,S,FINISHED
A1,San Marino,8,333,3b,1:16.196,S,FINISHED
A1,San Marino,9,SHZ,Reserve,1:16.209,S,FINISHED
A1,San Marino,10,tinnycatty809yhb,A2,1:16.386,S,FINISHED
A1,San Marino,11,Seb V5,Reserve,1:16.719,S,FINISHED
A1,San Marino,12,Livistar,Reserve,1:17.007,S,FINISHED
A1,San Marino,13,i4foru,A2,1:17.562,S,FINISHED
A2,San Marino,1,Ayanami,WOFA C2H6,1:15.794,S,FINISHED
A2,San Marino,2,Wilson Leclerc,NIO333,1:15.874,S,FINISHED
A2,San Marino,3,Mikko,WOFA C2H6,1:16.004,S,FINISHED
A2,San Marino,4,HanyueYY,TOP,1:16.194,S,FINISHED
A2,San Marino,5,PPJACK,Reserve,1:16.345,S,FINISHED
A2,San Marino,6,YakumoCC,Low Speed Player,1:16.357,S,FINISHED
A2,San Marino,7,Y,Low Speed Player,1:16.461,S,FINISHED
A2,San Marino,8,LandoRicciardo,A3,1:16.552,S,FINISHED
A2,San Marino,9,tinnycatty809yhb,j r y,1:16.563,S,FINISHED
A2,San Marino,10,jack,j r y,1:16.645,S,FINISHED
A2,San Marino,11,hhhzw,Reserve,1:16.743,S,FINISHED
A2,San Marino,12,KINGBOB,muamua,1:16.759,S,FINISHED
A2,San Marino,13,Charles Jiang,TOP,1:16.859,S,FINISHED
A2,San Marino,14,i4foru,Reserve,1:16.942,S,FINISHED
A2,San Marino,15,RainBow,Reserve,1:17.243,S,FINISHED
A2,San Marino,16,dasu,Max UJS Racing,1:17.578,S,FINISHED
A2,San Marino,17,Lugo,Team HII,1:18.112,S,FINISHED
A2,San Marino,18,Charlotte Amor,Na'as,,,QB
A2,San Marino,19,Go7D3n WEST 999,Na'as,,,QB
A2,San Marino,20,magpie,A3,,,FINISHED
A3,San Marino,1,LandoRicciardo,Reserve,1:15.912,S,FINISHED
A3,San Marino,2,sharkbee,Reserve,1:16.614,S,FINISHED
A3,San Marino,3,wen,Reserve,1:16.710,S,FINISHED
A3,San Marino,4,magpie,Reserve,1:16.997,S,FINISHED
A3,San Marino,5,Perfect,Reserve,1:17.331,S,FINISHED
A3,San Marino,6,WANWANJU,Reserve,1:17.332,S,FINISHED
A3,San Marino,7,Ta1ko,Reserve,1:17.663,S,FINISHED
A3,San Marino,8,188066,Reserve,1:17.760,S,FINISHED
A3,San Marino,9,yeye,Reserve,1:18.726,S,FINISHED
A3,San Marino,10,taka10969,Reserve,1:20.695,S,FINISHED
A3,San Marino,11,GG bond,Reserve,,,FINISHED
A1,Spain,1,Mushi,Reserve,1:16.720,S,FINISHED
A1,Spain,2,Suburbanite,CodeMaster Sucks,1:16.882,S,FINISHED
A1,Spain,3,Quick Nick,QGod,1:16.983,S,FINISHED
A1,Spain,4,zbk,DNF,1:17.043,S,FINISHED
A1,Spain,5,bomber-20,ABC,1:17.087,S,FINISHED
A1,Spain,6,mushimu,Pit Lane Killer,1:17.145,S,FINISHED
A1,Spain,7,LHAM66,Reserve,1:17.186,S,FINISHED
A1,Spain,8,Asuka,Reserve,1:17.226,S,FINISHED
A1,Spain,9,Alick,QGod,1:17.352,S,FINISHED
A1,Spain,10,RROY,CodeMaster Sucks,1:17.414,S,FINISHED
A1,Spain,11,Garland,Reserve,1:17.419,S,FINISHED
A1,Spain,12,Livistar,Reserve,1:17.516,S,FINISHED
A1,Spain,13,Wilson Leclerc,A2,1:17.615,S,FINISHED
A1,Spain,14,Kogasa,Pit Lane Killer,1:18.725,S,FINISHED
A1,Spain,15,lingerr,Reserve,1:18.979,S,FINISHED
A1,Spain,16,Head brother,DNF,,,FINISHED
A1,Spain,17,SHZ,ABC,,,QB
A2,Spain,1,Wilson Leclerc,NIO333,1:17.240,S,FINISHED
A2,Spain,2,Go7D3n WEST 999,Na'as,1:17.377,S,FINISHED
A2,Spain,3,Niraschtoe,Reserve,1:17.465,S,FINISHED
A2,Spain,4,tinnycatty809yhb,j r y,1:17.570,S,FINISHED
A2,Spain,5,Ayanami,WOFA C2H6,1:17.634,S,FINISHED
A2,Spain,6,YakumoCC,Low Speed Player,1:17.661,S,FINISHED
A2,Spain,7,HanyueYY,TOP,1:17.930,S,FINISHED
A2,Spain,8,ZghosT,TOP,1:17.932,S,FINISHED
A2,Spain,9,jack,j r y,1:18.021,S,FINISHED
A2,Spain,10,firezai,WOFA C2H6,1:18.223,S,FINISHED
A2,Spain,11,dasu,Max UJS Racing,1:18.257,S,FINISHED
A2,Spain,12,KINGBOB,muamua,1:18.279,S,FINISHED
A2,Spain,13,i4foru,fass,1:18.279,S,FINISHED
A2,Spain,14,Y,Low Speed Player,1:18.296,S,FINISHED
A2,Spain,15,LINGJ,muamua,1:18.437,S,FINISHED
A2,Spain,16,RainBow,Reserve,1:18.776,S,FINISHED
A2,Spain,17,Joji,Max UJS Racing,1:18.993,S,FINISHED
A2,Spain,18,Lugo,Team HII,1:19.319,S,FINISHED
A2,Spain,19,Mikko,Reserve,,,FINISHED
A2,Spain,20,magpie,A3,,,FINISHED
A3,Spain,1,g eight,Reserve,1:25.424,I,FINISHED
A3,Spain,2,188066,Reserve,1:27.185,I,FINISHED
A3,Spain,3,Ta1ko,Reserve,1:27.252,I,FINISHED
A3,Spain,4,yeye,Reserve,1:29.839,I,FINISHED
A3,Spain,5,taka10969,Reserve,1:30.320,I,FINISHED
A3,Spain,6,magpie,Reserve,1:31.813,I,FINISHED
A3,Spain,7,GG Bond,Reserve,,,FINISHED
A3,Spain,8,Perfect,Reserve,,,FINISHED
A1,Azerbaijan,1,Suburbanite,CodeMaster Sucks,1:39.280,S,FINISHED
A1,Azerbaijan,2,bomber-20,ABC,1:39.510,S,FINISHED
A1,Azerbaijan,3,Mushi,Reserve,1:39.519,S,FINISHED
A1,Azerbaijan,4,Wilson Leclerc,Reserve,1:39.562,S,FINISHED
A1,Azerbaijan,5,SHMJimmy,Pit Lane Killer,1:39.577,S,FINISHED
A1,Azerbaijan,6,mushimu,Pit Lane Killer,1:39.698,S,FINISHED
A1,Azerbaijan,7,Asuka,Reserve,1:39.811,S,FINISHED
A1,Azerbaijan,8,Garland,Reserve,1:39.904,S,FINISHED
A1,Azerbaijan,9,Alick,QGod,1:39.914,S,FINISHED
A1,Azerbaijan,10,Quick Nick,QGod,1:39.987,S,FINISHED
A1,Azerbaijan,11,Jakewislet,Reserve,1:40.010,S,FINISHED
A1,Azerbaijan,12,Head brother,DNF,1:40.063,S,FINISHED
A1,Azerbaijan,13,zbk,DNF,1:40.589,S,FINISHED
A1,Azerbaijan,14,Livistar,Reserve,1:40.689,S,FINISHED
A1,Azerbaijan,15,LandoRicciardo,Reserve,1:40.767,S,FINISHED
A1,Azerbaijan,16,RROY,CodeMaster Sucks,1:41.003,S,FINISHED
A1,Azerbaijan,17,tinnycatty809yhb,Reserve,1:41.125,S,FINISHED
A1,Azerbaijan,18,Kogasa,Reserve,,,FINISHED
A1,Azerbaijan,19,BBNIZI,A2,,,FINISHED
A1,Azerbaijan,20,Seb V5,Reserve,,,FINISHED
A2,Azerbaijan,1,hhhzw,Reserve,1:39.733,S,FINISHED
A2,Azerbaijan,2,Y,Low Speed Player,1:40.220,S,FINISHED
A2,Azerbaijan,3,Ayanami,WOFA C2H6,1:40.310,S,FINISHED
A2,Azerbaijan,4,YakumoCC,Low Speed Player,1:40.414,S,FINISHED
A2,Azerbaijan,5,Mikko,WOFA C2H6,1:40.561,S,FINISHED
A2,Azerbaijan,6,lingerr,Reserve,1:40.718,S,FINISHED
A2,Azerbaijan,7,i4foru,A3,1:41.039,S,FINISHED
A2,Azerbaijan,8,HanyueYY,TOP,1:41.293,S,FINISHED
A2,Azerbaijan,9,BBNIZI,Reserve,1:41.295,S,FINISHED
A2,Azerbaijan,10,Jack,j r y,1:41.364,S,FINISHED
A2,Azerbaijan,11,Ta1ko,A3,1:41.413,S,FINISHED
A2,Azerbaijan,12,GROSJEAN,Reserve,1:41.623,S,FINISHED
A2,Azerbaijan,13,LINGJ,muamua,1:41.957,S,FINISHED
A2,Azerbaijan,14,ZghosT,TOP,1:42.355,S,FINISHED
A2,Azerbaijan,15,RainBow,j r y,1:42.565,S,FINISHED
A2,Azerbaijan,16,dasu,Max UJS Racing,1:43.265,S,FINISHED
A2,Azerbaijan,17,KINGBOB,muamua,,,FINISHED
A3,Azerbaijan,1,Ta1ko,Reserve,1:41.034,S,FINISHED
A3,Azerbaijan,2,wen,Reserve,1:41.100,S,FINISHED
A3,Azerbaijan,3,GG bond,Reserve,1:41.184,S,FINISHED
A3,Azerbaijan,4,188066,Reserve,1:41.342,S,FINISHED
A3,Azerbaijan,5,sharkbee,Reserve,1:41.868,S,FINISHED
A3,Azerbaijan,6,WackY,Reserve,1:42.890,S,FINISHED
A3,Azerbaijan,7,yeye,Reserve,1:45.081,S,FINISHED
A3,Azerbaijan,8,taka10969,Reserve,,,FINISHED
A1,Britain,1,shotsbaldwin,Reserve,1:26.978,S,FINISHED
A1,Britain,2,Suburbanite,CodeMaster Sucks,1:27.064,S,FINISHED
A1,Britain,3,Quick Nick,QGod,1:27.074,S,FINISHED
A1,Britain,4,az,Reserve,1:27.246,S,FINISHED
A1,Britain,5,Mercedes-HUO,Reserve,1:27.440,S,FINISHED
A1,Britain,6,Seb V5,Reserve,1:27.484,S,FINISHED
A1,Britain,7,Alick,QGod,1:27.486,S,FINISHED
A1,Britain,8,CM401ASM,CodeMaster Sucks,1:27.502,S,FINISHED
A1,Britain,9,mushimu,Pit Lane Killer,1:27.642,S,FINISHED
A1,Britain,10,SHMJimmy,Pit Lane Killer,1:27.652,S,FINISHED
A1,Britain,11,Legal,Reserve,1:27.670,S,FINISHED
A1,Britain,12,Asuka,Reserve,1:27.738,S,FINISHED
A1,Britain,13,Garland,Reserve,1:27.741,S,FINISHED
A1,Britain,14,zbk,DNF,1:27.830,S,FINISHED
A1,Britain,15,Kogasa,Reserve,1:28.785,S,FINISHED
A1,Britain,16,SHZ,ABC,1:28.975,S,FINISHED
A1,Britain,17,kirito,Reserve,1:29.296,S,FINISHED
A1,Britain,18,Head brother,DNF,,,QB
A1,Britain,19,Livistar,Reserve,,,QB
A1,Britain,20,wofa,Reserve,,,QB
A2,Britain,1,Mikko,WOFA C2H6,1:27.575,S,FINISHED
A2,Britain,2,Y,Low Speed Player,1:27.850,S,FINISHED
A2,Britain,3,YakumoCC,Low Speed Player,1:27.904,S,FINISHED
A2,Britain,4,Jack,j r y,1:27.985,S,FINISHED
A2,Britain,5,Ayanami,WOFA C2H6,1:28.157,S,FINISHED
A2,Britain,6,LandoRicciardo,Reserve,1:28.188,S,FINISHED
A2,Britain,7,GROSJEAN,Reserve,1:28.346,S,FINISHED
A2,Britain,8,hhhzw,Reserve,1:28.384,S,FINISHED
A2,Britain,9,HanyueYY,TOP,1:28.445,S,FINISHED
A2,Britain,10,tinnycatty809yhb,High And Alone,1:28.462,S,FINISHED
A2,Britain,11,RainBow,j r y,1:28.470,S,FINISHED
A2,Britain,12,Promise,Reserve,1:28.535,S,FINISHED
A2,Britain,13,ZghosT,TOP,1:28.537,S,FINISHED
A2,Britain,14,guagua,NIO333,1:28.677,S,FINISHED
A2,Britain,15,LINGJ,muamua,1:29.095,S,FINISHED
A2,Britain,16,dasu,Max UJS Racing,1:29.324,S,FINISHED
A2,Britain,17,Ta1ko,A3,1:29.774,S,FINISHED
A2,Britain,18,magpie,Reserve,1:29.967,S,FINISHED
A2,Britain,19,i4foru,A3,,,QB
A2,Britain,20,PPJACK,fass,,,FINISHED
A3,Britain,1,wen,Reserve,1:27.960,S,FINISHED
A3,Britain,2,Ta1ko,Reserve,1:29.187,S,FINISHED
A3,Britain,3,GG bond,Reserve,1:29.319,S,FINISHED
A3,Britain,4,188066,Reserve,1:29.642,S,FINISHED
A3,Britain,5,WANWANJU,Reserve,1:30.128,S,FINISHED
A3,Britain,6,yeye,Reserve,1:31.311,S,FINISHED
A3,Britain,7,taka10969,Reserve,1:33.187,S,FINISHED
,,,,,,,
